User,Rewards Earned (Wei),Rewards Earned (Ether),From Block, To Block
0xb6f9e4c6db0c4f3a7e8aff01077e601a7626409b,104903780071000742319900,104903.7800710007,33651665,33673092
0xfa235972863481090c2e91d519810596a9ec1af4,257593361472049017641626,257593.3614720490,22900257,33673092
0xbeadb1638cb46de09b691a11a9070d284445dfee,546253633960647171721403,546253.6339606472,32853115,33673092
0x1ac8d5f6fd417ab2909a310ba671500ceabc0aed,156521576848631373786003,156521.5768486314,32117788,33673092
0x30c568c5d6f9fb383986cfd6dd99effc0444b869,26731229550152059823608,26731.2295501521,32562249,33673092
