User,Rewards Earned (Wei),Rewards Earned (Ether),From Block, To Block
0xb6f9e4c6db0c4f3a7e8aff01077e601a7626409b,222330127129817183020602,222330.1271298172,33651665,33699623
0xfa235972863481090c2e91d519810596a9ec1af4,260225152791323100750637,260225.1527913231,22900257,33742714
0xbeadb1638cb46de09b691a11a9070d284445dfee,584202601658912715386060,584202.6016589127,32853115,33713825
0x1ac8d5f6fd417ab2909a310ba671500ceabc0aed,160288281937132021145514,160288.2819371320,32117788,33696295
0x30c568c5d6f9fb383986cfd6dd99effc0444b869,29190599977678429294523,29190.5999776784,32562249,33742714
